No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3}
2584,8/3/2020 16:00,77.4969,8.6575,88.9685,108.9024,72.7299,14.8174,62.6795,601.4583,63.1336
2585,8/3/2020 19:00,61.4744,9.4388,63.8117,171.0156,148.7485,10.3612,51.1132,683.9583,140.5435
2586,8/3/2020 20:00,38.6711,9.7343,54.9575,138.6375,122.9131,4.4321,34.239,650.0694,117.6852
2587,8/3/2020 21:00,25.3046,9.5487,54.7009,43.4017,33.7672,3.8018,21.5027,511.1218,30.7091
2588,8/3/2020 22:00,19.0116,9.2994,49.2917,45.0577,31.1984,1.2579,17.7537,529.0451,27.346
2589,8/3/2020 23:00,20.4925,9.1452,42.8508,99.6735,66.8552,1.6616,18.8309,527.1354,49.5441
2590,9/3/2020 0:00,19.296,8.4187,38.3326,55.886,43.8796,1.5412,17.7548,475.3646,36.8132
2591,9/3/2020 1:00,20.0849,5.5222,34.6469,76.2635,56.1944,1.5795,18.5054,433.4549,45.0004
2592,9/3/2020 2:00,21.3011,6.4414,31.7137,58.8402,48.5553,1.7427,19.5584,366.5799,42.0655
2593,9/3/2020 3:00,23.5826,7.1877,28.9641,63.6769,57.404,1.7831,21.7995,383.6979,52.2965
2594,9/3/2020 4:00,22.8583,8.1621,29.0359,72.4985,66.5306,1.6493,21.209,402.2743,60.9549
2595,9/3/2020 5:00,32.4676,9.7232,27.5926,72.5318,65.6624,2.6543,29.8132,497.934,60.132
2596,9/3/2020 6:00,44.1385,9.8904,18.9926,78.8882,68.2225,5.8015,38.3371,467.7951,61.382
2597,9/3/2020 7:00,43.1837,10.0398,17.2348,76.4459,66.8663,7.4912,35.6925,608.1076,60.496
2598,9/3/2020 8:00,69.199,9.8269,22.1393,79.9924,66.8111,26.7885,42.4105,671.7014,60.4155
2599,9/3/2020 9:00,52.3428,10.2134,32.2251,88.1499,72.4054,12.5474,39.7954,810.1042,65.7328
2600,9/3/2020 10:00,39.8585,10.6622,59.9558,92.8952,73.2566,7.6116,32.2469,663.7153,65.5774
2601,9/3/2020 11:00,57.1568,11.5194,92.5351,117.4243,85.5012,11.7149,45.4419,739.0799,75.2413
2602,9/3/2020 12:00,46.3051,12.5927,132.571,127.5847,90.0478,3.8544,42.4508,758.9931,78.2604
2603,9/3/2020 13:00,30.1409,12.6714,164.1931,113.1026,81.6414,1.766,28.3749,687.5694,72.5823
2604,9/3/2020 14:00,37.5253,12.0732,170.0176,117.2267,79.6477,2.2114,35.314,747.7431,69.5304
2605,9/3/2020 15:00,45.6951,13.2332,191.926,123.0521,79.6013,3.0355,42.6595,636.7917,68.518
2606,9/3/2020 16:00,108.0014,11.7252,141.3094,261.5716,174.7118,8.9929,99.0085,795.9375,155.9348
2607,9/3/2020 17:00,113.8416,10.4819,149.7442,318.3891,234.4319,5.3715,108.47,1049.5312,213.0484
2608,9/3/2020 18:00,138.5598,10.7167,131.3837,417.4342,354.0843,7.5163,131.0435,1163.4895,336.5647
2609,9/3/2020 19:00,80.0021,10.0795,107.1542,186.9366,129.7779,2.5255,77.4766,1471.8923,113.6452
2610,9/3/2020 20:00,89.3243,10.6559,92.4035,203.6584,159.2877,3.6844,85.6398,1533.5417,143.9681
2611,9/3/2020 21:00,69.8484,10.7588,49.6173,189.2762,157.1532,3.4803,66.3682,1484.4966,144.0215
2612,9/3/2020 22:00,49.9693,10.4056,32.7718,137.0851,117.6965,3.4907,46.4786,1340.625,108.8636
2613,9/3/2020 23:00,43.765,9.5091,32.4111,134.2553,117.4532,3.4313,40.3337,1131.5104,108.5799
2614,10/3/2020 0:00,49.802,10.1196,27.075,248.9852,230.3907,3.991,45.811,1093.75,215.5598
2615,10/3/2020 1:00,27.7864,11.9057,32.3707,89.7222,72.2572,2.1429,25.6435,443.4167,62.5762
2616,10/3/2020 2:00,21.0183,11.4419,35.0845,93.8363,76.4252,1.7648,19.2535,435.3542,67.1352
2617,10/3/2020 3:00,23.8678,10.9462,31.3642,124.4107,93.7509,1.7739,22.0939,422.75,76.2899
2618,10/3/2020 4:00,44.4969,10.6597,25.9178,67.9761,53.7375,7.1531,37.3438,481.625,47.8458
2619,10/3/2020 5:00,41.5208,10.5663,13.9952,71.7142,60.2341,4.0401,37.4807,536.125,54.8974
2620,10/3/2020 6:00,55.1595,24.4602,32.9672,85.1046,72.8862,7.4399,47.7196,2505.5626,68.4089
2621,10/3/2020 7:00,56.0951,29.4985,24.8413,78.2002,55.5359,11.4925,44.6026,981.1667,49.933
2622,10/3/2020 8:00,83.1293,28.7773,23.2808,105.2959,48.9291,29.1064,54.0229,1423.7292,38.5558
2623,10/3/2020 9:00,132.7219,22.1736,26.7782,140.0832,52.6286,60.9381,71.7839,900.25,37.1433
2624,10/3/2020 10:00,48.318,20.0238,44.6916,141.8595,48.7065,12.2384,36.0795,794.3334,31.9289
2625,10/3/2020 11:00,113.3513,17.6314,31.6239,177.0577,49.4549,52.9818,60.3695,873.5208,27.7451
2626,10/3/2020 12:00,52.8686,16.9274,58.655,127.9455,43.3521,14.3355,38.533,765.7917,27.6066
2627,10/3/2020 13:00,36.961,19.8989,67.9888,88.4535,31.7283,5.9244,31.0366,689.5833,21.1446
2628,10/3/2020 14:00,80.9518,15.0336,62.1438,74.3619,32.6021,32.9918,47.96,570.7955,24.4843
2629,10/3/2020 15:00,62.7304,14.5746,64.9897,100.381,42.07,13.1581,49.5723,576.25,30.0306
2630,10/3/2020 16:00,30.9497,12.4014,78.1924,102.088,54.59,4.0334,26.9163,610.4167,44.4645
2631,10/3/2020 17:00,45.7415,12.4562,67.6045,120.6228,64.1824,6.9997,38.7419,746.7045,51.7772
2632,10/3/2020 18:00,95.37,13.4849,36.6382,150.011,69.0818,18.7832,76.5868,1206.7292,50.8872
2633,10/3/2020 19:00,89.0813,13.2437,27.5851,181.1632,74.3769,16.6799,72.4014,1343.7501,50.5774
2634,10/3/2020 20:00,72.789,11.8465,26.167,156.089,79.7284,11.6038,61.1852,1342.197,61.178
2635,10/3/2020 21:00,43.4447,11.6883,36.4892,117.2468,74.1129,2.6485,40.7962,1114.0209,63.3199
2636,10/3/2020 22:00,33.9415,11.9834,48.9618,85.1451,62.0729,2.0285,31.913,860.9167,56.1972
2637,10/3/2020 23:00,35.2135,11.5284,40.0796,80.1816,63.3866,1.7672,33.4463,789.7917,57.2724
2638,11/3/2020 0:00,37.743,11.0595,40.6985,55.7995,44.5748,1.9633,35.7797,696.6477,40.4756
2639,11/3/2020 1:00,37.8928,10.9573,41.9258,57.9773,45.8872,1.7459,36.147,727.8409,41.392
2640,11/3/2020 2:00,34.0284,11.066,46.8382,55.6058,45.0412,1.7256,32.3029,686.4962,41.1001
2641,11/3/2020 3:00,32.7487,11.3351,45.512,53.2805,45.3673,1.5385,31.2102,786.3958,42.1089
2642,11/3/2020 4:00,28.8884,11.4815,50.7284,52.5418,45.8001,1.4155,27.4729,744.3542,42.7669
2643,11/3/2020 5:00,35.5078,11.6002,41.1056,60.8039,51.2432,2.7198,32.788,696.875,46.7181
2644,11/3/2020 6:00,61.8691,11.5153,25.2824,81.1648,55.4808,8.752,53.1171,882.1875,48.1271
2645,11/3/2020 7:00,60.9429,11.7985,33.4844,74.4067,55.8198,5.7553,55.1876,952.7708,49.8421
2646,11/3/2020 8:00,109.1458,13.891,23.013,125.3123,71.0971,30.2746,78.8712,1272.5625,58.0963
2647,11/3/2020 9:00,128.9772,14.6394,15.2232,138.0109,72.9822,38.0504,90.9268,1400.0833,58.6938
2648,11/3/2020 10:00,158.1998,23.6522,15.3263,201.3254,98.2994,53.0471,105.1526,1781.0416,77.3717
2649,11/3/2020 11:00,183.7723,19.703,20.4203,163.1247,75.567,65.53,118.2423,1380.8958,55.6489
2650,11/3/2020 12:00,107.0252,18.4875,48.8608,132.0416,70.7668,16.7098,90.3154,1124.625,56.1012
2651,11/3/2020 13:00,58.3656,17.0205,79.3144,85.3839,58.0973,3.4257,54.9398,772.3485,50.0175
2652,11/3/2020 14:00,79.0475,15.5188,63.9811,120.8509,74.7197,8.2242,70.8233,872.8958,62.242
2653,11/3/2020 15:00,87.5907,13.978,55.2189,115.1552,76.1997,10.0528,77.5379,820.8333,64.5897
2654,11/3/2020 16:00,87.8248,14.5174,82.1415,116.4391,63.6615,7.9393,79.8855,734.5625,49.7716
2655,11/3/2020 17:00,106.2195,13.7885,61.7163,208.8694,145.1712,14.3304,91.8891,922.7291,127.9714
2656,11/3/2020 18:00,98.3721,12.5845,63.9671,178.5762,133.0233,19.5783,78.7938,825.8333,119.3866
2657,11/3/2020 19:00,53.0243,11.3604,72.2012,90.0616,63.5805,3.2651,49.7592,811.7917,54.8837
2658,11/3/2020 20:00,44.6454,10.9543,73.9553,82.9091,64.493,2.6445,42.0009,768.3958,56.4558
2659,11/3/2020 21:00,34.9521,10.6478,72.3062,70.5362,55.6663,1.2929,33.6592,754.875,48.9225
2660,11/3/2020 22:00,30.2185,10.8766,66.4187,64.9234,53.4487,1.3786,28.8399,744.5208,48.6606
2661,11/3/2020 23:00,31.631,10.4895,55.7637,65.4282,55.652,1.5406,30.0904,773.9375,51.1062
2662,12/3/2020 0:00,28.7542,10.1325,51.8881,87.4494,78.4144,1.8595,26.8947,743.4792,71.1496
2663,12/3/2020 1:00,26.6482,10.2321,45.4316,57.2445,53.7199,1.2594,25.3888,651.4583,50.7156
2664,12/3/2020 2:00,23.3558,10.3922,41.0638,57.6413,54.7978,1.2909,22.0649,642.6515,52.0493
2665,12/3/2020 3:00,27.6491,10.2436,32.69,50.0057,47.4978,1.2833,26.3658,706.9583,45.6572
2666,12/3/2020 4:00,38.0818,10.2316,23.0322,47.821,45.774,2.2738,35.8081,757.9792,44.1852
2667,12/3/2020 5:00,78.7774,10.2827,9.2199,53.4325,51.3777,14.5321,64.2454,904.9167,49.6278
2668,12/3/2020 6:00,59.7679,10.1668,10.8275,44.0335,42.5292,9.983,49.7849,902.3542,41.1815
2669,12/3/2020 7:00,71.29,10.1377,10.0792,43.7812,42.3433,21.2021,50.0878,1027.375,40.9325
2670,12/3/2020 8:00,105.9298,10.2212,7.4305,56.7552,52.3548,47.8612,58.0686,1493.0002,49.8472
2671,12/3/2020 9:00,109.511,10.1621,9.6306,54.0918,50.389,47.4795,62.0315,1206.5207,48.4337
2672,12/3/2020 10:00,114.2068,10.0662,9.4171,46.8261,43.3469,43.7282,70.4786,1098.9166,41.5395
2673,12/3/2020 11:00,166.1895,10.3694,11.6597,50.0715,41.1663,67.9641,98.2254,1331.3333,37.8302
2674,12/3/2020 12:00,61.5828,10.6187,44.6744,38.4515,32.0215,8.1689,53.4139,755.875,29.664
2675,12/3/2020 13:00,41.2149,10.8793,69.2079,34.4581,27.3961,3.1222,38.0927,643.0493,25.4162
2676,12/3/2020 14:00,60.1736,10.9027,72.8415,40.8706,30.317,11.5013,48.6723,800.9659,27.601
2677,12/3/2020 15:00,63.3964,10.3256,72.6766,54.3542,37.4345,6.5577,56.8386,659.3125,33.2062
2678,12/3/2020 16:00,184.1145,10.3603,32.8343,87.9013,59.6878,81.6185,102.496,986.2499,51.9168
2679,12/3/2020 17:00,112.2492,10.1468,32.3414,90.2796,68.0424,22.4986,89.7506,1028.5416,61.5711
2680,12/3/2020 18:00,112.7278,10.0534,19.4138,124.8417,97.6059,16.2484,96.4795,1350.875,88.6213
2681,12/3/2020 19:00,183.142,10.3322,22.6662,126.7566,109.4475,105.6983,77.4437,1099.8542,102.6492
2682,12/3/2020 20:00,36.1515,10.0901,52.1285,90.9283,79.2226,3.3002,32.8513,560.6667,74.5169
2683,12/3/2020 21:00,26.0673,9.9414,52.7667,49.0614,43.0318,1.7411,24.3262,511.0625,40.2128
2684,12/3/2020 22:00,26.4168,9.9042,47.4328,44.9595,39.63,1.4727,24.9441,512.1458,36.9368
2685,12/3/2020 23:00,25.2826,9.8141,40.7709,66.9653,61.6976,1.3757,23.9068,656.9792,57.6793
2686,00:00 13/03/2020,23.8616,9.9323,33.988,93.6558,90.3036,1.6359,22.2256,722.375,85.9354
2687,01:00 13/03/2020,20.7104,9.9804,32.1464,75.2531,63.0674,1.3679,19.3425,633.8333,54.3873
2688,02:00 13/03/2020,27.7734,10.0624,28.5001,74.0245,65.9138,3.6776,24.0958,529.2708,60.3016
2689,03:00 13/03/2020,20.5938,10.03,27.2354,155.8375,106.7486,1.4532,19.1405,725.375,76.7008
2690,04:00 13/03/2020,26.1938,10.2007,22.7012,146.715,142.1026,1.8057,24.3882,524.9792,135.4957
2691,05:00 13/03/2020,29.5567,10.347,18.0819,75.639,73.0617,3.168,26.3888,484.0417,69.4806
2692,06:00 13/03/2020,53.1438,10.2908,10.2589,43.613,41.5305,13.2318,39.912,690.0417,39.4859
2693,07:00 13/03/2020,61.4798,10.2736,8.3888,42.4357,40.437,19.7076,41.7722,865.0208,38.6217
2694,08:00 13/03/2020,76.715,10.1077,9.5624,45.9323,42.8795,31.6667,45.0483,957.4791,40.8308
2695,09:00 13/03/2020,68.5373,10.4643,10.6393,64.8862,59.5816,26.2403,42.297,1102.2917,56.6029
2696,10:00 13/03/2020,63.3582,10.7827,13.3087,80.6932,73.524,27.0113,36.3469,1124.375,68.8105
2697,11:00 13/03/2020,50.5533,10.9953,21.8575,83.6626,74.2465,17.4685,33.0848,974.5834,68.418
2698,12:00 13/03/2020,51.4146,11.5882,36.6728,101.3596,87.0398,9.7266,41.688,1058.4584,79.8147
2699,13:00 13/03/2020,86.9625,11.7594,39.1097,130.3895,109.9348,17.5339,69.4286,1243.125,98.4527
2700,14:00 13/03/2020,52.7806,12.8567,48.5672,111.1253,79.0915,6.2886,46.4919,927.7709,69.6316
2701,15:00 13/03/2020,113.8599,12.219,30.7668,170.9507,86.5039,25.7736,88.0863,925.5655,67.4843
2702,23:00 15/03/2020,31.7228,11.7308,23.8623,98.8255,86.0496,2.2959,29.427,810,78.2981
2703,00:00 16/03/2020,32.7146,11.9357,23.6802,96.5747,83.8791,1.9251,30.7895,813.9583,76.4075
2704,04:00 16/03/2020,53.6779,10.949,9.3471,89.2766,84.5466,13.3442,40.3337,1024.583,79.863
2705,05:00 16/03/2020,51.9595,11.4495,10.1935,90.1576,85.3758,11.3587,40.6007,1220.833,80.7712
2706,06:00 16/03/2020,25.232,12.6889,12.6116,69.552,67.5594,3.35,21.8819,954.5833,65.1807
2707,07:00 16/03/2020,41.9352,12.7616,11.1207,64.7363,63.3414,10.3889,31.5463,1072.5348,61.6573
2708,08:00 16/03/2020,260.0488,12.578,8.2461,96.3519,87.4849,163.4335,96.6153,1289.2013,83.0879
2709,09:00 16/03/2020,103.4165,12.2221,12.2669,110.4711,87.9465,43.523,59.8935,1114.2361,80.8896
2710,10:00 16/03/2020,141.8679,12.1737,10.2891,131.691,100.9882,77.4153,64.4525,1334.8264,92.0745
2711,11:00 16/03/2020,154.9869,12.5518,9.5018,120.2468,105.1468,82.1911,72.7958,1161.8924,98.3363
2712,12:00 16/03/2020,157.4236,12.3592,9.0691,72.8469,61.7909,79.5316,77.892,1161.684,58.1606
2713,13:00 16/03/2020,49.4631,12.0346,18.559,66.2442,63.5532,7.1723,42.2907,919.6006,60.2395
2714,14:00 16/03/2020,114.4941,12.5296,13.1741,104.257,97.9109,54.8023,59.6918,1266.7533,93.0143
2715,15:00 16/03/2020,161.3912,13.5071,8.6664,167.1125,87.0073,91.6283,69.763,1494.8263,68.7341
2716,16:00 16/03/2020,201.8153,13.4023,9.0512,127.8683,77.7848,121.4777,80.3376,1484.0278,65.4031
2717,17:00 16/03/2020,271.2797,15.3081,6.4426,187.3093,108.2276,183.5349,87.7448,1894.2709,89.318
2718,18:00 16/03/2020,146.1405,16.3587,5.4239,100.5201,83.7069,69.8611,76.2794,1950.4168,75.9884
2719,19:00 16/03/2020,146.6466,15.1523,5.6197,99.6259,86.4621,71.0906,75.556,1747.2291,78.5895
2720,20:00 16/03/2020,129.2149,13.9182,5.9508,95.735,80.5453,55.2596,73.9553,1802.75,71.8929
2721,21:00 16/03/2020,110.1084,13.3734,6.1726,85.2716,77.5337,42.918,67.1904,1389.8958,70.6821
2722,22:00 16/03/2020,104.3094,12.727,6.6029,82.1942,74.7893,44.9505,59.3589,1409.5001,68.3634
2723,23:00 16/03/2020,91.005,12.4563,6.6801,118.6669,101.0553,36.0033,55.0017,1430.0415,86.5514
2724,00:00 17/03/2020,81.3819,12.441,5.74,160.6758,141.3787,28.8656,52.5163,1250.5,122.7441
2725,01:00 17/03/2020,80.5636,12.1726,6.0086,84.7725,79.2098,32.4682,48.0954,1250.1875,70.885
2726,02:00 17/03/2020,74.9047,11.9891,6.07,55.9994,53.9074,31.2767,43.628,1174.4791,50.7116
2727,03:00 17/03/2020,80.7399,11.6121,6.559,43.125,41.5872,39.3319,41.408,1230.4376,39.901
2728,04:00 17/03/2020,79.7452,11.4586,6.7497,101.6989,88.2692,39.4961,40.2492,1176.7083,76.8684
2729,05:00 17/03/2020,53.8158,10.9181,9.0081,56.844,51.5287,9.2485,44.5673,829.125,47.483
2730,06:00 17/03/2020,81.8518,10.9676,6.3533,37.5581,36.4834,41.5728,40.2789,1243.4168,35.2998
2731,07:00 17/03/2020,83.826,10.7822,6.274,32.3536,31.5538,46.205,37.6211,1283.1041,30.9011
2732,08:00 17/03/2020,75.1725,10.6916,5.3371,23.9186,22.6681,42.8224,32.3502,1132.0624,22.0702
2733,09:00 17/03/2020,69.4422,10.684,5.8965,26.4749,24.3644,38.6117,30.8305,1127.5208,23.4253
2734,10:00 17/03/2020,64.7573,10.4919,6.6437,29.4471,26.2403,31.5684,33.1889,1128.2292,24.6747
2735,11:00 17/03/2020,72.1994,10.3727,7.238,29.0236,26.2854,36.3578,35.8416,1118.1458,25.1194
2736,12:00 17/03/2020,103.4832,10.491,7.9566,34.8644,31.6026,61.2067,42.2765,1257.4376,30.0717
2737,13:00 17/03/2020,133.2527,10.6564,9.5539,52.1507,47.335,51.6097,81.6431,1592.4166,45.2722
2738,14:00 17/03/2020,126.6368,10.5977,9.8264,58.1096,50.3967,34.8668,91.77,1618.1876,47.3561
2739,15:00 17/03/2020,180.2702,10.4457,7.9248,59.0195,54.011,87.6909,92.5793,1704.2083,51.4424
2740,16:00 17/03/2020,109.429,10.0519,11.6122,41.6735,38.3459,34.3985,75.0306,1234.2291,36.595
2741,17:00 17/03/2020,105.0611,9.9128,14.8653,31.8327,29.4271,26.7102,78.3509,910.8333,28.3335
2742,18:00 17/03/2020,95.3432,9.9428,15.6893,38.9563,35.1173,23.7698,71.5733,944.3333,33.3341
2743,19:00 17/03/2020,62.6941,9.9199,22.0143,39.0311,36.822,8.5182,54.176,835.9166,35.3221
2744,20:00 17/03/2020,58.2302,10.2073,24.8399,40.8819,37.3729,7.7271,50.5031,815.9375,34.8434
2745,21:00 17/03/2020,50.9557,10.3675,22.8301,39.1996,36.1647,7.491,43.4647,596.9167,34.0441
2746,22:00 17/03/2020,26.6784,11.1969,18.8823,8.9048,7.482,3.7797,22.8987,633.6042,6.8977
2747,23:00 17/03/2020,14.8268,11.6087,24.7602,8.0973,6.2014,1.2516,13.5752,582.0625,5.3901
2748,00:00 18/03/2020,14.4844,12.0163,29.0359,6.4419,3.7444,1.5473,12.9371,541.0208,2.924
2749,01:00 18/03/2020,13.6877,11.8461,27.7404,5.1726,3.2291,0.9594,12.7283,534.9792,2.5357
2750,02:00 18/03/2020,12.7293,11.3652,29.1898,6.3585,4.7149,0.8321,11.8971,530.9792,4.0929
2751,03:00 18/03/2020,11.0762,11.0768,27.294,45.2475,43.2714,1.8394,9.2368,602.75,41.7474
2752,04:00 18/03/2020,10.6276,11.0711,29.458,5.7014,4.2882,1.4753,9.1523,519.125,3.6706
2753,05:00 18/03/2020,37.6013,11.6478,21.2843,8.0095,5.9424,18.7517,18.8496,541.4375,5.1116
2754,06:00 18/03/2020,46.7737,18.2735,18.2516,15.0868,11.1634,23.6231,23.1506,696.2917,9.781
2755,07:00 18/03/2020,54.7654,26.7496,11.7715,22.5844,17.585,27.6831,27.0823,745.9792,15.6622
2756,08:00 18/03/2020,67.9105,28.1414,13.8549,34.1892,26.2458,36.3323,31.5782,1171.0416,23.6987
2757,09:00 18/03/2020,149.0677,28.4808,11.3504,43.5334,33.7982,100.9538,48.1139,916.8334,30.9776
2758,10:00 18/03/2020,157.8515,28.7254,5.2296,49.6972,36.5565,103.2754,54.5762,895.125,32.7393
2759,11:00 18/03/2020,196.4128,21.2145,6.983,82.6309,35.0265,128.904,67.5088,924.6041,23.8265
2760,12:00 18/03/2020,77.2584,20.9462,14.3713,26.7027,22.0776,34.3527,42.9057,776.0208,20.1502
2761,13:00 18/03/2020,44.8041,19.2225,18.862,17.7229,13.8965,17.7094,27.0947,601.7083,12.374
2762,14:00 18/03/2020,26.6225,16.0489,25.6335,16.1634,13.8145,7.7394,18.8831,593.125,12.8563
2763,15:00 18/03/2020,201.6488,19.8584,8.762,29.3198,23.2295,123.5406,78.1081,938.5833,21.2196
2764,16:00 18/03/2020,227.5021,29.2983,8.6359,45.3677,34.4119,157.7602,69.7419,1093.1043,30.7641
2765,17:00 18/03/2020,213.1352,24.5293,3.8824,34.5188,27.4535,152.2307,60.9045,961.6667,24.6025
2766,18:00 18/03/2020,36.745,17.0575,13.1866,24.3896,20.9446,9.3018,27.4432,795.8333,19.4675
2767,19:00 18/03/2020,45.6521,15.8563,12.8285,22.4382,18.5368,15.1357,30.5164,758.2639,17.0305
2768,20:00 18/03/2020,24.5528,14.2158,16.9452,33.5905,31.5593,6.0188,18.5339,754.4444,29.5632
2769,21:00 18/03/2020,21.8689,13.0225,15.0939,23.6311,21.8783,4.2456,17.6233,655.625,20.7175
2770,22:00 18/03/2020,20.5845,12.217,14.8165,23.7142,22.579,1.2244,19.3601,1029.4444,21.6059
2771,23:00 18/03/2020,25.8885,12.1753,16.0228,97.4991,91.7289,1.8544,24.0341,1153.5764,84.0325
2772,00:00 19/03/2020,22.9903,11.6906,16.5892,40.6942,36.8098,1.4321,21.5582,723.1076,33.0263
2773,01:00 19/03/2020,22.3606,11.3868,17.1666,29.8692,27.1012,0.991,21.3696,490.5903,24.2971
2774,02:00 19/03/2020,22.979,11.0509,16.1868,25.0729,23.2092,1.3065,21.6725,458.1818,21.2528
2775,03:00 19/03/2020,24.3595,10.9495,14.2199,38.9843,35.9338,1.3581,23.0014,488.5,31.3846
2776,04:00 19/03/2020,26.7129,11.073,12.233,41.8041,38.6132,2.278,24.4349,522.2917,34.9461
2777,05:00 19/03/2020,23.7835,10.7532,15.0733,44.9805,42.3139,2.7548,21.0287,534.4097,39.6978
2778,06:00 19/03/2020,37.2053,11.1445,13.5521,32.992,29.3706,11.4014,25.8039,590.434,26.2391
2779,07:00 19/03/2020,39.0385,11.5032,10.9424,24.5373,22.4896,12.4983,26.5402,724.9306,20.8891
2780,08:00 19/03/2020,48.0588,11.5872,10.8658,51.9545,48.3503,17.091,30.9679,1020.1157,44.872
2781,15:00 19/03/2020,36.481,20.6063,25.8267,48.4925,37.3425,9.7105,26.7705,615.8333,32.4825
2782,16:00 19/03/2020,57.991,19.4351,25.286,33.2108,26.8545,20.6168,37.3742,610.8333,24.6001
2783,17:00 19/03/2020,92.557,15.1413,17.5276,67.7184,55.1848,45.1524,47.4046,812.0417,50.9112
2784,18:00 19/03/2020,96.0749,13.7561,12.3515,60.7829,49.1079,44.5945,51.4804,1305.021,44.3011
2785,19:00 19/03/2020,67.8584,13.3252,12.8076,47.9428,38.366,22.4626,45.3958,1163.3958,34.9373
2786,20:00 19/03/2020,42.1469,13.1713,17.0029,44.6508,34.1364,4.5652,37.5817,958.4583,31.0549
2787,21:00 19/03/2020,45.6225,12.3457,10.6707,54.2778,45.5165,7.7166,37.9059,1184.4376,41.9997
2788,22:00 19/03/2020,40.5534,12.0563,13.6163,51.918,43.7227,5.7298,34.8235,1032.5,40.3453
2789,23:00 19/03/2020,68.2765,14.1398,8.5859,468.8717,421.6866,17.4845,50.792,1363.6667,378.2596
2790,00:00 20/03/2020,49.409,12.011,6.0672,108.3868,92.9924,6.8878,42.5212,1012.8749,81.5655
2791,01:00 20/03/2020,32.3481,11.9791,11.0389,47.9054,40.0617,2.7517,29.5964,889.2917,36.7362
2792,02:00 20/03/2020,49.163,11.3571,6.0411,80.6475,71.1129,7.0714,42.0916,891.0625,65.4196
2793,03:00 20/03/2020,43.4453,11.4667,7.2141,55.6917,49.4979,5.7383,37.707,896.125,46.1559
2794,04:00 20/03/2020,39.7287,11.4028,6.6783,44.3929,37.6954,4.7597,34.969,893.3125,34.6357
2795,05:00 20/03/2020,35.2946,11.2183,8.223,50.093,43.9558,5.2412,30.0534,836.375,40.7231
2796,06:00 20/03/2020,54.1384,11.2846,10.5589,42.7735,37.1095,17.8997,36.2387,931.3541,34.7474
2797,07:00 20/03/2020,27.8421,11.2932,11.3454,46.0351,40.2306,3.8469,23.9952,923.5208,37.8766
2798,08:00 20/03/2020,88.4083,11.4815,6.7383,71.1172,61.5752,40.5497,47.8585,1290,57.9249
2799,09:00 20/03/2020,58.8073,11.3634,8.9742,69.7385,60.2949,21.888,36.9193,1198.5834,56.192
2800,10:00 20/03/2020,81.0454,11.8137,14.7253,93.3495,80.4812,31.0147,50.0306,1366.9374,74.9228
2801,11:00 20/03/2020,64.0432,13.237,25.7339,66.6385,48.9043,19.545,44.4982,956.8542,44.1888
2802,12:00 20/03/2020,124.0745,13.9582,22.838,66.4198,48.0186,47.8235,76.251,1021.625,42.786
2803,13:00 20/03/2020,82.5332,14.4883,41.3856,61.6119,44.1334,18.5655,63.9677,799.6667,38.9772
2804,14:00 20/03/2020,72.3579,15.893,59.9433,74.2681,48.3025,10.8444,61.5135,818.1667,42.459
2805,15:00 20/03/2020,99.266,14.953,48.7065,59.2887,43.5714,16.84,82.426,789.375,39.349
2806,16:00 20/03/2020,92.3879,12.3056,48.205,126.6062,96.095,14.5019,77.886,817.4167,88.8337
2807,17:00 20/03/2020,110.7653,13.5621,31.5503,77.4385,47.3542,24.6185,86.1468,874.9584,40.2306
2808,18:00 20/03/2020,76.7092,12.4582,25.6546,60.0892,41.1689,13.3194,63.3899,956.2916,36.1423
2809,19:00 20/03/2020,66.4379,11.6397,19.867,70.8217,52.4397,11.2062,55.2317,848.3542,47.3597
2810,20:00 20/03/2020,61.6874,11.2694,19.9456,55.952,44.6153,16.3002,45.3872,817.0209,40.8042
2811,21:00 20/03/2020,51.8339,10.9433,17.4651,65.601,53.121,5.4621,46.3718,835.3542,48.0916
2812,22:00 20/03/2020,49.4567,11.0892,14.177,54.4381,46.8979,4.3461,45.1106,696.5,43.0192
2813,23:00 20/03/2020,59.9825,12.3004,14.1963,428.4929,394.6783,10.8207,49.1618,1129.8959,358.5367
2814,00:00 21/03/2020,55.8622,10.9934,9.8357,80.5217,74.995,5.0603,50.8019,751.6667,69.9912
2815,01:00 21/03/2020,41.6369,11.8213,13.3248,62.6047,58.69,2.4305,39.2064,794.0208,55.0577
2816,02:00 21/03/2020,49.8478,14.8625,12.2408,213.9454,198.2386,4.525,45.3229,832.0208,179.3828
2817,03:00 21/03/2020,51.7906,14.2385,7.6966,76.5085,70.4491,4.6585,47.1321,685.7292,64.9096
2818,04:00 21/03/2020,48.2716,13.3862,8.3652,75.5616,69.6735,5.9438,42.3278,699.2292,64.9111
2819,05:00 21/03/2020,36.2957,12.8905,13.2873,74.3138,69.2235,4.3166,31.9791,676.625,64.7569
2820,06:00 21/03/2020,47.7603,13.0335,11.9669,104.9277,99.1049,8.913,38.8473,978.0209,93.2725
