No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3}
596,03:00 15/11/2019,38.4306,8.4839,14.3108,47.7466,35.2784,5.4274,33.0032,595.5208,31.7883
597,04:00 15/11/2019,34.9616,7.6525,13.4003,56.0587,42.9238,3.4926,31.469,616.1632,38.4155
598,05:00 15/11/2019,59.232,8.4287,6.8772,86.0036,69.7787,11.806,47.426,1050.8506,63.8361
599,06:00 15/11/2019,75.3588,11.5778,10.1391,123.2909,97.9135,16.1211,59.2376,1062.5695,88.517
600,07:00 15/11/2019,59.22,15.4599,6.9704,123.2855,101.7768,22.1122,37.1078,1076.9444,92.4017
601,08:00 15/11/2019,86.9467,12.9316,6.9585,85.9389,60.8137,48.8242,38.1225,1255.8507,53.3965
602,09:00 15/11/2019,108.146,15.4365,9.7423,114.6483,64.8328,60.0439,48.1021,1417.9513,53.0026
603,10:00 15/11/2019,103.0489,20.5336,12.775,98.5304,56.1325,43.3553,59.6935,1236.2327,46.0651
604,11:00 15/11/2019,93.0151,20.2826,34.316,86.9992,52.2379,22.1236,70.8915,886.25,44.5119
605,12:00 15/11/2019,77.9176,13.4706,65.7713,79.4664,44.4632,8.9309,68.9867,791.5972,36.9479
606,13:00 15/11/2019,94.4429,12.2472,98.389,116.6811,52.0003,13.968,80.4749,772.9167,40.1319
607,14:00 15/11/2019,41.6652,13.4806,141.1891,110.3079,53.3331,2.4174,39.2478,619.6042,41.8895
608,15:00 15/11/2019,38.2677,11.5973,159.8148,108.2177,55.4297,2.7321,35.5356,585.7986,45.1475
609,16:00 15/11/2019,81.4049,8.6086,128.452,147.7359,58.1584,9.2499,72.155,613.8194,42.8029
610,17:00 15/11/2019,179.9207,5.9424,105.4871,210.6168,72.5601,69.3653,110.5554,728.0382,49.5449
611,18:00 15/11/2019,79.0441,6.3428,109.9448,158.8326,69.6226,4.3193,74.7248,884.6528,52.6833
612,19:00 15/11/2019,112.5101,6.3158,59.7373,215.2497,91.33,9.3069,103.2032,1241.875,68.5452
613,20:00 15/11/2019,99.997,5.635,48.7291,186.6541,90.7444,8.153,91.844,1291.9099,71.8021
614,21:00 15/11/2019,43.5344,5.9742,86.0154,109.7226,55.474,2.7468,40.7876,764.8611,44.6543
615,22:00 15/11/2019,35.9726,11.724,78.7797,100.7029,61.0967,2.5797,33.3929,934.2013,51.0611
616,23:00 15/11/2019,29.4193,10.7619,80.0455,101.9369,57.3986,1.9274,27.4919,745.5556,47.6073
617,00:00 16/11/2019,30.1018,7.9659,67.0271,91.5072,68.2449,1.7714,28.3304,843.3507,60.5625
618,01:00 16/11/2019,45.2677,7.0344,51.176,155.7947,131.603,3.3284,41.9393,744.375,119.8706
619,02:00 16/11/2019,47.5328,6.7039,45.0337,109.656,86.8729,3.6074,43.9254,746.9965,77.5068
620,03:00 16/11/2019,39.3789,12.9415,45.2756,196.9067,158.8472,2.6149,36.764,756.2326,140.6674
621,04:00 16/11/2019,40.7296,10.2293,49.0792,98.5389,77.936,3.4877,37.2419,622.0312,68.785
622,05:00 16/11/2019,35.5149,8.5621,43.0755,90.9855,72.3419,2.4181,33.0968,907.309,64.6008
623,06:00 16/11/2019,40.9453,7.9286,37.5582,112.3148,86.8782,2.98,37.9653,720.4514,76.6077
624,07:00 16/11/2019,50.0532,7.5957,36.7629,98.0527,74.9124,4.8409,45.2122,743.9062,66.7008
625,08:00 16/11/2019,105.9718,7.4181,23.4417,108.2025,76.9519,31.1634,74.8084,1056.5798,67.2296
626,09:00 16/11/2019,144.1805,7.1615,24.6808,123.2063,78.1414,50.5949,93.5857,1174.1841,66.7917
627,10:00 16/11/2019,75.8872,6.9466,63.6977,112.0062,73.5824,9.7647,66.1225,870.191,64.1618
628,11:00 16/11/2019,83.0404,7.554,76.4402,106.1919,57.0478,12.39,70.6505,828.5243,47.1253
629,12:00 16/11/2019,76.6274,9.9623,93.1116,133.9453,52.2385,11.6051,65.0222,720.6424,38.6299
630,13:00 16/11/2019,58.7232,10.0132,109.4936,160.2683,50.1986,9.7926,48.9306,516.6319,32.9113
631,14:00 16/11/2019,24.2931,8.4366,130.8037,92.8616,39.1005,1.8803,22.4128,379.0799,29.0665
632,15:00 16/11/2019,23.5806,8.0469,141.1252,76.1957,37.5315,1.9235,21.6571,342.9861,30.0488
633,16:00 16/11/2019,26.9432,6.4882,133.391,100.6003,38.6232,2.3309,24.6123,346.5451,27.8201
634,17:00 16/11/2019,31.766,4.5526,118.9362,127.9661,39.8008,2.7224,29.0436,328.6111,24.7902
635,18:00 16/11/2019,39.2027,4.9315,105.8243,109.7356,36.9191,2.8603,36.3424,411.7708,24.1045
636,19:00 16/11/2019,43.6943,4.9275,84.4827,87.9359,36.8935,2.7647,40.9297,563.1771,26.3638
637,20:00 16/11/2019,52.9212,5.3637,75.1113,73.4672,36.3735,8.5429,44.3784,574.8611,28.2431
638,21:00 16/11/2019,42.1883,5.0983,64.6671,76.3347,41.2484,2.7863,39.402,601.6146,33.0921
639,22:00 16/11/2019,43.9391,4.8119,61.2615,71.2577,45.8059,2.3932,41.5459,620.7986,38.2955
640,23:00 16/11/2019,47.3654,4.4612,47.0454,80.5701,49.1176,4.0505,43.3149,673.0556,40.6957
641,00:00 17/11/2019,42.4232,4.6809,44.108,79.4363,58.4132,2.5077,39.9155,661.4236,51.3374
642,01:00 17/11/2019,39.1733,4.4108,37.6671,96.9991,77.1692,2.589,36.5843,651.059,69.0673
643,02:00 17/11/2019,29.5003,4.489,37.2319,77.9853,60.14,2.2069,27.2934,584.8264,52.6364
644,03:00 17/11/2019,26.4454,4.3349,37.968,69.576,52.3187,2.0154,24.43,536.5451,45.0479
645,04:00 17/11/2019,31.2971,4.6149,31.4926,113.3739,86.8559,2.5981,28.6989,605.5382,72.231
646,05:00 17/11/2019,19.3694,5.385,34.4503,63.9293,49.6939,1.8728,17.4967,466.3826,41.6512
647,06:00 17/11/2019,19.9713,6.3468,34.2493,41.6795,28.1505,2.7351,17.2362,311.1632,21.8136
648,07:00 17/11/2019,23.8113,6.4118,31.9853,42.0424,26.046,2.8028,21.0085,403.6905,19.4581
649,02:00 18/11/2019,21.2098,6.6161,27.478,46.1206,30.9011,1.9821,19.2277,381.7187,23.7563
650,03:00 18/11/2019,38.5634,7.0729,23.9477,60.5511,45.2453,7.2956,31.2679,913.6111,37.138
651,04:00 18/11/2019,27.7084,8.8394,20.4255,57.3353,45.3135,3.1819,24.5265,471.0938,38.4113
652,05:00 18/11/2019,29.0909,8.2702,17.7393,39.0534,26.9471,3.457,25.6339,435.3646,21.2418
653,06:00 18/11/2019,33.0937,7.2298,17.7506,41.6703,28.3313,6.6516,26.4421,404.0451,22.0928
654,07:00 18/11/2019,45.1134,6.8974,16.0576,39.535,26.8092,10.6273,34.4861,543.0035,20.8282
655,08:00 18/11/2019,141.781,8.2443,9.7081,62.4284,32.8055,86.8981,54.8829,891.1111,24.4861
656,09:00 18/11/2019,145.7473,8.5431,12.5371,119.1535,46.4328,80.0008,65.7465,1333.0904,31.2997
657,10:00 18/11/2019,168.5025,16.0529,13.9932,165.353,46.236,84.0104,84.4921,1285.0346,25.4306
658,11:00 18/11/2019,131.2645,17.1795,14.4587,101.9811,33.8036,56.5625,74.702,678.2118,20.2561
659,12:00 18/11/2019,113.2242,18.1761,23.6123,130.7243,37.3888,43.6107,69.6135,603.507,20.2651
660,13:00 18/11/2019,105.7321,22.5018,30.88,192.8906,45.5106,33.002,72.7301,810.382,22.0236
661,14:00 18/11/2019,105.4251,26.4757,42.5094,202.2912,48.2008,29.8137,75.6114,775.7292,22.6041
662,15:00 18/11/2019,75.7186,42.6108,60.1644,218.0154,52.9124,13.1897,62.5289,504.2882,26.7926
663,16:00 18/11/2019,107.4302,30.9917,47.1052,212.9745,56.1883,19.1328,88.2975,612.066,29.1337
664,17:00 18/11/2019,110.5827,19.6565,43.3859,193.2049,57.8565,21.8967,88.686,710.5208,33.1899
665,18:00 18/11/2019,59.8305,11.2748,35.8452,81.6165,34.8217,11.9869,47.8437,497.6042,25.1526
666,19:00 18/11/2019,67.8745,12.0195,21.7529,82.5244,30.4979,29.3834,38.4911,846.9792,20.7608
667,20:00 18/11/2019,80.3428,10.4644,25.6258,32.6281,20.6064,34.6256,45.7172,791.6146,16.9899
668,21:00 18/11/2019,35.2852,10.6976,29.7597,19.6844,12.4051,10.385,24.9002,659.2014,10.3014
669,22:00 18/11/2019,30.874,12.1351,30.03,18.131,12.2569,7.7941,23.0798,695.1389,10.1446
670,23:00 18/11/2019,21.5253,9.6024,33.8832,12.3759,8.3799,4.8728,16.6525,662.2917,7.097
671,00:00 19/11/2019,20.1672,7.8086,34.7699,20.9038,10.8484,3.186,16.9812,639.5312,7.8619
672,01:00 19/11/2019,20.4634,7.1595,35.1074,28.2028,11.7168,2.2586,18.2047,629.1667,7.2669
673,02:00 19/11/2019,13.1198,7.8356,43.1323,24.9459,10.4674,0.9441,12.1757,595.5903,6.9954
674,03:00 19/11/2019,7.9882,6.8211,49.5212,20.643,16.3849,0.3108,7.6774,557.8299,14.4954
675,04:00 19/11/2019,6.8571,6.041,58.2423,13.4605,10.0423,0.4247,6.4324,509.7743,8.9919
676,05:00 19/11/2019,9.7889,6.3246,55.4093,15.2229,10.3837,0.7938,8.9951,534.8958,9.0196
677,06:00 19/11/2019,30.0172,17.4547,43.4139,31.5949,13.4362,6.4499,23.5674,573.75,9.3765
678,07:00 19/11/2019,25.7963,14.1292,42.1805,15.8612,11.7981,5.6948,20.1015,603.1944,10.4646
679,08:00 19/11/2019,28.5578,9.8158,41.9757,28.6232,14.5571,7.0039,21.5539,603.6979,12.0397
680,09:00 19/11/2019,44.4192,8.2344,37.9403,39.1317,23.7019,11.9623,32.4569,783.8542,20.3801
681,10:00 19/11/2019,47.3167,7.6402,41.3438,36.1538,19.2646,14.3343,32.9824,691.3194,16.1726
682,11:00 19/11/2019,56.8732,8.1478,42.7555,50.5894,30.3391,20.0795,36.7937,685.0868,25.8441
683,12:00 19/11/2019,65.6043,7.8229,45.6123,43.9961,22.3185,25.5376,40.0667,616.7882,18.2997
684,13:00 19/11/2019,49.5395,7.9119,56.4481,40.9535,20.7102,15.4245,34.1149,519.6528,16.2838
685,14:00 19/11/2019,24.4952,8.4537,74.5952,36.3919,18.7818,4.3103,20.1848,446.9444,15.4026
686,15:00 19/11/2019,37.7037,9.3534,80.6125,43.5882,22.7457,8.8866,28.817,484.6181,18.9322
687,16:00 19/11/2019,36.0826,10.2062,77.6564,54.6004,26.0097,6.1113,29.9713,608.8021,20.6817
688,17:00 19/11/2019,60.9765,17.0305,62.5318,76.801,34.1246,13.5593,47.4172,869.2534,26.2335
689,18:00 19/11/2019,77.361,12.0215,45.47,81.6278,32.4523,19.9269,57.4341,1079.2013,24.0703
690,19:00 19/11/2019,102.4043,7.8126,24.7615,91.5003,36.8133,34.2843,68.1201,1160.4688,26.8681
691,20:00 19/11/2019,94.6134,7.3386,14.6882,120.5851,47.3239,26.3639,68.2495,1524.9107,33.5516
692,21:00 19/11/2019,70.6834,7.1552,17.5982,121.6317,66.1432,14.1664,56.517,1385.3298,54.9978
693,22:00 19/11/2019,73.9419,6.4596,10.1542,109.5838,72.5511,13.1221,60.8198,1182.5174,63.2893
694,23:00 19/11/2019,57.3043,6.1136,14.2989,105.6067,80.9478,7.4923,49.8121,1245.816,72.7678
695,00:00 20/11/2019,43.2493,6.8183,13.9494,100.3817,75.9794,8.4217,34.8276,979.0104,67.5916
696,01:00 20/11/2019,24.7357,5.2227,19.1659,72.4094,54.5791,4.0822,20.6535,748.5938,48.5102
697,02:00 20/11/2019,20.3019,4.8155,19.7367,56.7609,40.621,2.5333,17.7685,611.2153,35.4062
698,03:00 20/11/2019,15.2625,4.4834,22.7346,45.3489,35.849,0.9732,14.2893,548.941,31.921
699,04:00 20/11/2019,14.2317,4.2435,23.1292,38.5536,31.1522,1.0584,13.1733,567.5695,28.0473
700,05:00 20/11/2019,14.0102,4.3019,24.1352,48.4797,39.8734,1.3387,12.6715,484.7743,36.6184
701,06:00 20/11/2019,19.2886,4.406,22.0988,34.4473,25.7121,2.7068,16.5818,732.066,22.7441
702,07:00 20/11/2019,39.1383,6.5498,14.125,66.4919,50.8054,10.4148,28.7235,1057.1006,43.8155
703,08:00 20/11/2019,74.3252,15.9628,13.7283,90.3158,67.0516,33.9161,40.409,1132.9862,57.2647
704,09:00 20/11/2019,133.0456,14.961,9.7724,211.5784,141.7618,71.554,61.4916,1496.7882,124.9843
705,10:00 20/11/2019,72.0162,13.6172,15.9014,125.5425,66.3872,23.1787,48.8376,1009.5486,55.9441
706,11:00 20/11/2019,60.4207,12.8628,29.1362,113.5083,66.6286,17.7072,42.7135,850.5208,56.6409
707,12:00 20/11/2019,102.6148,19.3121,31.445,104.7756,44.5377,37.9315,64.6833,780.816,33.3677
708,13:00 20/11/2019,79.0329,19.2597,55.0415,140.8006,48.3392,24.6681,54.3648,649.7049,32.823
709,14:00 20/11/2019,36.5802,14.2642,95.4748,99.8345,37.9264,4.3771,32.203,569.2882,26.3734
710,15:00 20/11/2019,51.6285,18.4736,112.8742,132.0285,43.338,6.7672,44.8614,590.6597,28.587
711,16:00 20/11/2019,96.1174,22.1571,100.4525,163.5072,58.2683,19.926,76.1914,663.8368,38.9098
712,17:00 20/11/2019,62.8091,25.6848,118.8404,138.5817,59.9102,5.5658,57.2433,1291.2673,45.3786
713,18:00 20/11/2019,81.8124,27.862,96.7189,106.3061,51.7393,8.9916,72.8209,1083.8196,40.9397
714,19:00 20/11/2019,72.1338,15.1322,50.3349,195.4829,117.736,7.6961,64.4377,1090.816,99.4499
715,20:00 20/11/2019,70.9137,10.0589,34.658,185.022,107.1138,6.963,63.9507,1227.257,90.0082
716,21:00 20/11/2019,72.269,8.406,27.5268,188.8797,109.3764,6.6509,65.6182,1126.4062,91.7497
717,22:00 20/11/2019,57.0072,9.0972,27.0744,121.962,85.5203,3.3459,53.6613,1020.3994,74.94
718,23:00 20/11/2019,75.9116,8.0179,16.3053,139.043,102.8611,11.6025,64.309,1103.8541,90.9948
719,00:00 21/11/2019,80.4982,6.8445,11.2472,129.1948,101.6938,18.6902,61.808,1139.8265,90.7933
720,01:00 21/11/2019,54.4754,6.9693,18.6063,91.0855,68.8041,3.0958,51.3797,896.0243,61.3378
721,02:00 21/11/2019,51.5145,7.9691,15.7692,106.6781,84.8613,2.894,48.6205,922.3264,76.23
722,03:00 21/11/2019,49.135,8.4148,10.2614,106.5349,81.9746,3.6269,45.5081,901.2673,72.1904
723,04:00 21/11/2019,31.4752,7.2493,12.755,104.5904,82.866,2.4394,29.0359,876.3194,71.5088
724,05:00 21/11/2019,29.6091,7.0269,12.016,142.4574,120.1405,2.718,26.8911,963.2465,104.0178
725,06:00 21/11/2019,30.5614,7.3895,13.8664,135.0841,116.9573,3.7941,26.7673,860.7986,103.929
726,07:00 21/11/2019,40.3471,9.7351,11.6535,93.1143,76.0307,7.9544,32.3927,1030.6077,65.8872
727,08:00 21/11/2019,60.2558,10.234,9.7158,110.2931,85.9549,21.6888,38.567,1388.1597,74.0957
728,09:00 21/11/2019,71.2689,10.1411,10.2412,165.9659,79.3816,30.0663,41.2027,1347.4652,60.9863
729,10:00 21/11/2019,60.3672,8.5605,15.6677,145.8218,72.9337,17.292,43.0752,1208.9932,56.9489
730,11:00 21/11/2019,61.0588,8.9952,25.8918,138.9823,72.1484,13.9469,47.1119,1063.2408,56.6109
731,12:00 21/11/2019,99.2411,13.502,31.9274,133.0043,65.0645,35.9703,63.2709,943.9757,49.8844
732,13:00 21/11/2019,79.3957,21.5167,46.6195,131.0513,61.012,20.1875,59.2083,789.8958,46.9891
733,14:00 21/11/2019,75.8464,26.0407,60.6484,125.7984,56.4724,15.4839,60.3625,913.316,42.9918
734,15:00 21/11/2019,32.9882,21.4517,100.557,124.7402,55.3201,3.3285,29.6598,608.428,41.7245
735,16:00 21/11/2019,56.1972,19.7463,95.6034,130.3708,66.1622,6.1592,50.038,698.5764,52.6794
736,17:00 21/11/2019,56.6815,14.5896,101.2243,145.6974,61.8025,7.539,49.1425,691.7882,46.7158
737,18:00 21/11/2019,58.7071,10.9689,91.9466,157.9916,67.0318,6.687,52.0201,938.0729,49.7504
738,19:00 21/11/2019,106.2899,7.9802,42.9692,274.6425,114.8696,16.7934,89.4965,1572.6909,85.9091
739,20:00 21/11/2019,124.3347,7.005,20.6279,312.1008,172.3704,29.4005,94.9342,2027.7084,140.5676
740,21:00 21/11/2019,102.8548,6.5979,18.8432,322.8367,203.0102,17.6988,85.156,1761.2328,174.4584
741,22:00 21/11/2019,65.6809,6.1673,22.0693,169.7658,107.9158,6.0125,59.6684,1265.8855,92.8977
742,23:00 21/11/2019,58.1019,6.1323,18.7941,163.7993,101.7189,6.9313,51.1706,1141.8749,86.3257
743,00:00 22/11/2019,47.8822,6.213,17.1767,138.9573,100.3103,4.6096,43.2726,1081.3542,88.1251
744,01:00 22/11/2019,51.5664,6.3699,15.4114,110.4003,79.0115,8.0938,43.4726,1082.5522,69.5761
745,02:00 22/11/2019,47.4964,6.4862,13.308,122.4975,92.2284,4.4964,42.9999,1014.5486,81.7153
746,03:00 22/11/2019,47.4049,6.5446,12.0648,131.3734,102.3921,3.4163,43.9887,1205.0174,89.0148
747,04:00 22/11/2019,40.1309,6.5951,12.6833,152.2985,124.5274,3.6416,36.4893,1334.4967,104.9202
748,05:00 22/11/2019,35.5482,6.928,16.1558,137.9946,112.8351,3.2285,32.3197,1144.2707,93.481
749,06:00 22/11/2019,39.7206,7.0197,13.4622,161.6002,133.9016,4.7287,34.9919,1381.8228,112.1142
750,07:00 22/11/2019,60.9016,9.9449,10.4703,198.8121,170.9531,17.1916,43.71,2039.8091,152.6508
751,08:00 22/11/2019,91.1009,16.8236,8.4565,182.5074,141.4601,47.7824,43.3186,2180.625,123.6939
752,09:00 22/11/2019,131.0756,17.9119,10.1135,226.1497,118.7341,68.8596,62.2159,1899.3057,96.3411
753,10:00 22/11/2019,135.837,26.7323,14.8308,182.5931,84.8397,55.8337,80.0033,1372.5694,65.9734
754,11:00 22/11/2019,163.2977,25.2621,22.9176,226.7011,105.482,57.1222,106.1755,1587.7778,83.83
755,12:00 22/11/2019,120.0623,21.2637,65.5431,155.7453,103.7503,16.5775,103.4848,1251.5974,91.2575
756,13:00 22/11/2019,106.2325,16.3004,99.1843,184.594,85.4049,14.1266,92.1059,922.5521,67.8421
757,14:00 22/11/2019,65.6539,15.8488,150.8333,174.1679,90.1206,4.6599,60.9941,824.2708,72.6114
758,15:00 22/11/2019,59.8394,13.3908,154.7773,167.9415,75.643,2.7796,57.0598,677.2569,58.2318
759,16:00 22/11/2019,54.6394,9.8972,137.944,145.9787,60.0838,4.0371,50.6023,532.8646,43.9957
760,17:00 22/11/2019,83.4571,7.1969,111.792,192.4799,64.9839,5.9665,77.4906,627.5868,43.0248
761,18:00 22/11/2019,76.9361,7.5703,115.3496,208.5949,75.3023,3.6009,73.3352,921.4063,51.8179
762,19:00 22/11/2019,119.2226,7.1071,80.0351,241.9939,93.5672,12.6323,106.5903,1092.4479,67.5247
763,20:00 22/11/2019,77.4964,7.9568,95.0334,160.3108,79.1465,12.1912,65.3052,967.1875,63.4409
764,21:00 22/11/2019,55.9393,15.3673,89.361,150.5082,83.2787,2.9119,53.0274,1211.6494,68.9298
765,22:00 22/11/2019,78.4954,15.8063,72.3167,126.2621,80.1136,12.2262,66.2692,1152.3264,68.0187
766,23:00 22/11/2019,55.8097,9.6533,57.7125,135.2565,93.5672,3.6884,52.1214,999.2533,80.6498
767,00:00 23/11/2019,50.2861,7.7911,51.1829,133.6395,104.2064,2.5974,47.6887,1048.7326,93.248
768,01:00 23/11/2019,58.953,6.864,42.0394,239.0036,185.7221,3.5313,55.4218,1173.993,160.6772
769,02:00 23/11/2019,61.3996,26.9956,39.5157,183.262,143.6024,6.2645,55.1351,2089.4617,125.6548
770,03:00 23/11/2019,57.2979,28.175,32.4611,133.8555,106.5279,4.3777,52.9202,1107.6737,95.0305
771,04:00 23/11/2019,49.2326,17.8786,42.9276,142.7162,108.6491,3.5166,45.716,1049.1146,94.3757
772,05:00 23/11/2019,67.6324,14.4323,29.9437,194.7967,138.4029,3.6831,63.9493,1129.2708,114.8335
773,06:00 23/11/2019,94.4173,18.1224,24.4688,188.0019,135.3368,14.1747,80.2426,1283.8333,112.5735
774,07:00 23/11/2019,84.7459,18.1165,24.8895,131.4801,98.1951,7.6521,77.0938,1243.4375,86.0724
775,08:00 23/11/2019,129.791,18.1475,13.6479,143.5841,99.6366,31.7593,98.0317,1729.0452,86.2598
776,09:00 23/11/2019,161.2566,17.6665,10.0679,175.7197,108.8952,53.219,108.0375,1815.4861,93.2114
777,10:00 23/11/2019,194.1616,16.356,24.9118,189.7062,99.2802,55.6472,138.5143,1709.6354,80.0371
778,11:00 23/11/2019,139.082,13.2577,53.4015,144.2283,79.566,21.4973,117.5846,1051.6319,65.7899
779,12:00 23/11/2019,100.0776,10.901,89.5985,177.7563,75.1377,10.7703,89.3073,830.1215,57.7919
780,13:00 23/11/2019,60.023,11.8372,132.5511,138.5941,55.2393,6.3862,53.6368,568.4896,41.9303
781,14:00 23/11/2019,32.2129,10.5621,157.6299,100.3489,50.5917,2.1284,30.0845,485.3472,41.2505
782,15:00 23/11/2019,38.5574,9.3975,156.1625,103.143,50.9948,2.4814,36.0759,474.1667,40.9176
783,16:00 23/11/2019,106.4665,7.8706,101.232,169.4197,61.1053,13.628,92.8385,687.3785,42.0708
784,17:00 23/11/2019,95.1261,6.773,101.9577,200.5006,72.4666,8.9862,86.1399,681.2847,50.1782
785,18:00 23/11/2019,81.2933,7.689,101.9166,180.3582,66.7132,5.37,75.9233,802.0313,47.5367
786,19:00 23/11/2019,77.1544,7.6894,91.6466,165.4285,74.9424,5.3714,71.783,890.9549,58.1098
787,20:00 23/11/2019,50.8198,6.8461,95.3468,149.7536,77.078,2.8717,47.9481,861.6319,63.0939
788,21:00 23/11/2019,39.2944,6.0004,97.2898,124.0478,73.3115,2.2975,36.9968,749.4618,62.4461
789,22:00 23/11/2019,32.1171,6.0271,108.4034,107.8502,61.7484,1.8189,30.2982,654.2361,51.7048
790,23:00 23/11/2019,30.2398,5.4479,90.4644,91.9112,66.8523,1.477,28.7628,710.625,58.8735
791,00:00 24/11/2019,40.4607,5.3736,74.2064,127.3331,87.7566,2.0349,38.4258,853.2639,77.2078
792,01:00 24/11/2019,32.8455,5.5734,73.5171,107.0713,87.9503,1.8481,30.9974,691.3194,79.5585
793,02:00 24/11/2019,22.5154,5.119,78.2412,79.024,62.0483,1.5626,20.9528,551.9618,55.5725
794,03:00 24/11/2019,30.0209,5.7295,60.1728,100.8537,84.8773,1.8894,28.1315,820.8333,76.4026
795,04:00 24/11/2019,32.024,22.1257,44.7375,123.2964,100.3986,3.0241,28.9999,851.9097,87.5973
796,05:00 24/11/2019,46.4907,17.3618,37.0325,120.6804,93.199,5.033,41.4577,764.4618,80.5304
797,06:00 24/11/2019,40.1696,14.5375,34.3678,117.5163,92.2418,3.4218,36.7478,756.1805,81.6258
798,07:00 24/11/2019,64.0316,11.7614,23.1167,108.0939,84.1805,9.7894,54.2421,913.2465,75.0939
799,08:00 24/11/2019,95.6999,12.8521,16.9312,107.8677,77.0603,27.5915,68.1084,1163.1423,67.5367
800,09:00 24/11/2019,116.1739,10.9252,13.9878,174.5738,82.3893,36.4605,79.7135,1202.2222,66.1927
801,10:00 24/11/2019,116.4167,9.7073,19.418,122.3629,70.8862,32.1157,84.301,1147.9687,59.4947
802,11:00 24/11/2019,149.6281,11.2644,25.6955,111.6093,56.5788,50.0194,99.6087,729.3403,45.6292
803,12:00 24/11/2019,105.6495,13.1671,44.656,95.704,47.8225,21.8446,83.8049,625.4514,37.5667
804,13:00 24/11/2019,66.0353,12.3949,68.0304,87.9137,36.6207,8.9544,57.0809,422.3785,26.9654
805,14:00 24/11/2019,39.0779,10.2475,95.657,94.8943,37.002,3.9041,35.1739,321.7014,26.9598
806,15:00 24/11/2019,57.332,9.4138,98.8861,136.4502,45.2247,8.8228,48.5092,375.7292,30.2418
807,16:00 24/11/2019,64.7116,7.7184,96.1582,175.6956,45.1334,8.905,55.8066,390.8681,24.9853
808,17:00 24/11/2019,71.8911,5.6112,83.7312,152.1911,46.7836,8.319,63.5722,619.2188,28.674
809,18:00 24/11/2019,73.7128,6.8247,69.0918,154.6266,51.628,8.4841,65.2288,680.9201,34.0123
810,19:00 24/11/2019,98.848,8.6892,49.7018,196.8096,58.6562,16.3759,82.4721,781.4062,36.4832
811,20:00 24/11/2019,53.591,8.5407,57.2767,122.0078,47.6599,4.1036,49.4874,614.4097,34.619
812,21:00 24/11/2019,37.1686,7.1941,56.4112,126.2058,50.3098,2.9997,34.1689,534.7569,38.4347
813,22:00 24/11/2019,38.7508,6.6483,43.3972,83.8015,47.9621,2.551,36.1998,765.0868,40.3382
814,23:00 24/11/2019,27.6099,6.5963,46.7534,50.259,30.7823,1.6958,25.9141,503.75,25.6388
815,00:00 25/11/2019,40.5431,6.4402,36.3569,70.7353,43.0038,3.3141,37.229,1065.9897,33.6661
816,01:00 25/11/2019,41.8171,6.9379,30.9193,97.1654,70.184,2.7027,39.1144,997.1007,60.5059
817,02:00 25/11/2019,69.4362,9.6366,23.3572,130.6638,89.6271,15.9266,53.5096,631.0764,74.9394
818,03:00 25/11/2019,43.4587,11.3681,17.6041,65.254,45.6977,3.2679,40.1908,505.2431,38.5976
819,04:00 25/11/2019,52.7304,9.7109,11.713,76.8889,54.9007,3.7291,49.0013,597.1354,47.4174
820,05:00 25/11/2019,74.8913,9.6398,7.1267,91.7017,63.2257,8.4199,66.4714,700.7639,54.0364
821,06:00 25/11/2019,82.1847,9.1405,8.6437,99.6318,73.8322,18.3889,63.7958,1019.2708,63.7505
822,07:00 25/11/2019,104.6542,9.5711,6.4073,115.4581,84.8883,52.7405,51.9137,1122.7951,73.4183
823,08:00 25/11/2019,126.1596,9.6616,7.7353,115.7813,80.9359,75.9724,50.1872,1138.6632,69.9439
824,09:00 25/11/2019,93.9762,8.9093,13.228,177.9336,104.273,38.8349,55.1413,1215.3299,88.4289
825,10:00 25/11/2019,59.3438,9.3756,33.7975,143.6163,88.6815,11.9414,47.4023,868.4722,74.69
826,11:00 25/11/2019,120.3386,16.7648,30.5276,159.2862,71.377,31.2871,89.0515,908.0382,54.4421
827,12:00 25/11/2019,137.3354,27.3789,41.8784,182.6288,62.4023,36.3382,100.9972,762.5521,41.7535
828,13:00 25/11/2019,126.4886,23.5851,82.3805,161.5478,50.8485,23.3687,103.1199,654.1493,32.5603
829,14:00 25/11/2019,110.5167,19.5028,109.9499,175.0984,58.4219,15.7126,94.8041,541.7014,38.6355
830,15:00 25/11/2019,60.4466,17.2565,164.7654,126.695,47.7334,2.4587,57.9878,470.5382,33.8343
831,16:00 25/11/2019,86.2895,23.1469,155.6791,151.8743,58.3503,3.6517,82.6378,532.5347,41.9056
832,17:00 25/11/2019,76.0333,21.8532,174.798,162.9266,64.7366,3.1027,72.9307,624.6875,46.4869
833,18:00 25/11/2019,90.8535,18.6861,175.0721,174.3418,73.3588,5.0827,85.7708,797.4653,54.2029
834,19:00 25/11/2019,144.3633,14.4123,111.4086,249.5303,108.26,16.5349,127.8284,1292.5926,79.4322
835,20:00 25/11/2019,136.1915,18.8787,51.1728,352.094,216.0237,15.9176,120.2739,1765.774,185.0552
836,21:00 25/11/2019,77.5139,11.8039,28.9245,314.2025,150.1967,9.0065,68.5075,1300.2083,120.8145
