No,Datetime,NOx(µg/Nm3},SO2(µg/Nm3},O3(µg/Nm3},PM-10(µg/Nm3},PM-2-5(µg/Nm3},NO(µg/Nm3},NO2(µg/Nm3},CO(mg/Nm3},PM-1(µg/m3},,,,,,,,,
603,09:00 02/12/2019,14.3854,10.1979,54.0866,39.5504,25.0509,0.0199,14.3654,508.8021,21.5046,,,,,,,,,
604,10:00 02/12/2019,11.5227,9.4777,65.0639,40.0237,22.2495,0.0326,11.4901,468.4896,18.3437,,,,,,,,,
605,11:00 02/12/2019,10.0187,8.954,75.4511,35.3131,17.0781,0.0195,9.9992,438.2386,13.8377,,,,,,,,,
606,12:00 02/12/2019,12.9349,9.1572,78.6669,54.447,29.8945,0.1811,12.7538,485.3598,24.9216,,,,,,,,,
607,13:00 02/12/2019,13.553,5.9345,81.9555,40.7942,18.3509,0.0,13.553,478.5417,14.5561,,,,,,,,,
608,14:00 02/12/2019,9.9933,6.688,96.2406,32.5776,14.6216,0.0,9.9933,448.941,11.8194,,,,,,,,,
609,15:00 02/12/2019,10.0923,7.4996,103.6757,37.3922,15.6055,0.0009,10.0914,445.3125,12.4175,,,,,,,,,
610,16:00 02/12/2019,16.0267,7.386,100.1222,45.6053,16.0882,0.7152,15.3114,459.5312,12.175,,,,,,,,,
611,17:00 02/12/2019,11.3841,8.5895,108.5819,40.7965,18.0361,0.002,11.382,439.7569,14.1789,,,,,,,,,
612,18:00 02/12/2019,27.9074,8.9351,89.7881,139.3652,38.1883,0.9657,26.9416,536.059,23.8073,,,,,,,,,
613,19:00 02/12/2019,45.4344,6.2582,51.6433,110.7537,76.4756,1.7011,43.7334,808.6111,69.1316,,,,,,,,,
614,20:00 02/12/2019,46.3406,7.67,34.6681,207.5884,155.7069,0.0009,46.3397,1010.6425,142.8219,,,,,,,,,
615,21:00 02/12/2019,32.7448,4.4429,36.2771,168.2695,110.2556,0.0026,32.7422,810.0347,91.3139,,,,,,,,,
616,22:00 02/12/2019,28.5654,2.0497,23.8456,83.5684,54.8659,0.0,28.5654,677.2222,46.8075,,,,,,,,,
617,02:00 03/12/2019,13.262,2.5259,59.0563,43.5389,31.2758,0.0,13.262,476.0243,27.1362,,,,,,,,,
618,03:00 03/12/2019,18.0498,5.5496,49.9393,148.3846,122.0227,0.0,18.0498,649.9653,100.5655,,,,,,,,,
619,04:00 03/12/2019,30.3037,6.2582,29.4856,129.3385,99.4079,0.0004,30.3033,578.6111,84.5071,,,,,,,,,
620,05:00 03/12/2019,22.8379,0.0079,25.4615,79.0924,56.8743,0.0,22.8379,572.3264,45.8577,,,,,,,,,
621,06:00 03/12/2019,10.3359,0.0044,49.9411,31.4435,25.2651,0.0,10.3359,512.8298,22.4759,,,,,,,,,
622,07:00 03/12/2019,19.1846,5.2906,42.9996,60.0443,33.8458,0.0017,19.1829,493.7326,26.2508,,,,,,,,,
623,08:00 03/12/2019,31.5829,17.5362,32.0754,55.5103,36.5878,0.6263,30.9566,507.309,30.28,,,,,,,,,
624,09:00 03/12/2019,38.7478,10.0295,37.1563,75.6307,44.6303,8.5166,30.2312,496.1285,35.9965,,,,,,,,,
625,10:00 03/12/2019,50.8788,7.8875,51.5908,62.9111,32.3436,21.0084,29.8705,420.1894,26.5688,,,,,,,,,
626,11:00 03/12/2019,13.633,1.6198,81.8412,41.0409,25.9675,2.6223,11.0107,364.697,22.2414,,,,,,,,,
627,12:00 03/12/2019,21.4391,1.1531,86.9623,41.1215,26.5452,5.8863,15.5528,350.9659,23.1917,,,,,,,,,
628,13:00 03/12/2019,8.4816,0.169,103.8871,39.2711,26.3712,0.3303,8.1513,332.2917,23.1571,,,,,,,,,
629,14:00 03/12/2019,7.0069,0.0646,114.1378,41.7171,25.5602,0.0,7.0069,300.5114,21.9422,,,,,,,,,
630,15:00 03/12/2019,7.4784,0.2955,118.8521,39.2689,26.0993,0.0,7.4784,292.8977,22.9067,,,,,,,,,
631,16:00 03/12/2019,8.934,1.4902,119.6184,42.145,28.3866,0.1442,8.7899,283.4659,24.8942,,,,,,,,,
632,17:00 03/12/2019,22.2735,3.8692,109.6034,42.2242,23.8512,2.1511,20.1224,294.4318,20.262,,,,,,,,,
633,18:00 03/12/2019,22.9557,3.4597,104.7982,62.7426,37.4521,0.9788,21.9769,358.5038,31.0553,,,,,,,,,
634,19:00 03/12/2019,98.5525,4.394,18.8454,321.7552,114.7335,15.4035,83.149,862.3864,79.187,,,,,,,,,
635,20:00 03/12/2019,61.1468,8.6129,28.2016,212.3099,131.9066,0.1119,61.0349,1244.1478,108.8999,,,,,,,,,
636,21:00 03/12/2019,58.8386,1.2168,8.0181,241.0021,163.0217,0.6544,58.1842,1300.5873,136.4761,,,,,,,,,
637,22:00 03/12/2019,85.7821,4.5959,7.3485,351.342,250.3011,12.5775,73.2046,1701.3258,206.7867,,,,,,,,,
638,23:00 03/12/2019,93.7934,7.5812,7.0683,404.6166,303.9676,19.5313,74.2621,1502.0076,244.9004,,,,,,,,,
639,00:00 04/12/2019,57.5467,11.807,18.1122,273.9882,196.0068,1.1433,56.4035,1122.0644,156.9077,,,,,,,,,
640,01:00 04/12/2019,79.6116,6.542,4.3688,297.985,226.3427,15.7714,63.8402,1066.9888,184.0111,,,,,,,,,
641,02:00 04/12/2019,47.1593,11.8902,7.0849,171.7615,133.7069,2.4132,44.7461,857.1401,114.3988,,,,,,,,,
642,03:00 04/12/2019,42.8905,11.2693,9.0516,174.6736,135.473,3.2757,39.6148,872.0076,113.3463,,,,,,,,,
643,04:00 04/12/2019,30.8157,20.056,13.6061,124.381,98.3023,0.0132,30.8025,688.447,83.8746,,,,,,,,,
644,05:00 04/12/2019,36.8345,10.1292,7.3222,146.4619,113.4245,2.0407,34.7938,663.6932,90.0913,,,,,,,,,
645,06:00 04/12/2019,52.493,12.9536,4.2639,189.77,149.9146,9.8563,42.6367,746.4204,116.7905,,,,,,,,,
646,07:00 04/12/2019,57.5618,17.3611,3.4327,176.6211,140.0035,12.0825,45.4793,1475.5871,112.8345,,,,,,,,,
647,08:00 04/12/2019,67.9283,21.4396,4.8458,362.6776,284.6996,23.0823,44.846,1561.9318,245.7591,,,,,,,,,
648,09:00 04/12/2019,64.0238,34.9739,9.924,296.3732,197.0449,24.1781,39.8457,1657.2348,155.1118,,,,,,,,,
649,10:00 04/12/2019,28.8364,33.6652,46.7453,126.9464,95.5148,3.4464,25.3899,1351.4394,84.0487,,,,,,,,,
650,11:00 04/12/2019,13.7526,9.4267,90.6122,61.9572,39.9343,0.6854,13.0672,351.2311,33.8609,,,,,,,,,
651,12:00 04/12/2019,7.8723,3.2296,112.353,46.3711,30.8736,0.0136,7.8587,204.9811,26.3644,,,,,,,,,
652,13:00 04/12/2019,7.3644,0.0676,117.691,42.1613,23.3858,0.0843,7.2802,158.2954,19.1883,,,,,,,,,
653,14:00 04/12/2019,6.9117,0.9594,122.5452,36.7746,22.0037,0.0,6.9117,152.2917,18.2247,,,,,,,,,
654,15:00 04/12/2019,6.472,0.9988,126.3821,37.1242,21.2887,0.0,6.472,141.8939,17.5525,,,,,,,,,
655,16:00 04/12/2019,8.6499,1.8924,122.6028,45.0701,22.2337,0.0465,8.6034,144.0799,17.6091,,,,,,,,,
656,17:00 04/12/2019,14.7446,5.8328,124.48,59.2215,28.2811,0.257,14.4875,218.3854,22.4962,,,,,,,,,
657,18:00 04/12/2019,28.6678,7.0417,108.1251,85.6486,37.2048,0.3845,28.2833,310.1136,28.7336,,,,,,,,,
658,19:00 04/12/2019,41.738,4.8057,64.58,145.9913,56.36,0.2562,41.4818,444.5265,42.973,,,,,,,,,
659,20:00 04/12/2019,58.268,2.876,21.3647,215.277,106.7099,1.5857,56.6823,704.1477,83.8584,,,,,,,,,
660,21:00 04/12/2019,99.8318,3.7041,5.6192,289.388,195.4787,26.359,73.4728,992.5757,157.1198,,,,,,,,,
661,22:00 04/12/2019,68.9534,13.8948,5.716,173.979,113.8969,5.9815,62.9719,851.0038,95.8722,,,,,,,,,
662,23:00 04/12/2019,65.9566,19.1681,7.6736,171.2522,116.7463,5.7819,60.1747,868.9015,98.3966,,,,,,,,,
663,00:00 05/12/2019,45.6142,26.5716,19.211,126.9676,83.0885,0.2591,45.3551,796.0227,70.3715,,,,,,,,,
664,01:00 05/12/2019,52.0623,5.3525,11.8216,164.646,120.9491,4.8374,47.2249,615.9659,95.213,,,,,,,,,
665,02:00 05/12/2019,28.8403,6.2989,36.2664,80.9744,59.3852,0.0,28.8403,411.8561,45.9186,,,,,,,,,
666,03:00 05/12/2019,38.5578,19.4055,24.201,147.5404,106.1174,0.0428,38.515,638.9773,76.1789,,,,,,,,,
667,04:00 05/12/2019,35.9078,20.01,29.4451,256.2861,184.3325,0.0061,35.9017,874.8485,130.3625,,,,,,,,,
668,05:00 05/12/2019,32.6091,17.4464,37.9707,125.8997,93.5203,0.0,32.6091,690.3599,71.4652,,,,,,,,,
669,06:00 05/12/2019,35.3887,33.1717,31.4407,93.8416,69.9467,0.0294,35.3593,431.4962,56.2968,,,,,,,,,
670,07:00 05/12/2019,46.27,16.5026,18.4512,138.979,107.4671,1.0649,45.2051,538.125,90.9,,,,,,,,,
671,08:00 05/12/2019,41.6698,15.59,24.1915,116.4896,87.186,1.0361,40.6337,689.5644,73.3,,,,,,,,,
672,09:00 05/12/2019,40.5455,15.2434,37.2213,109.7309,72.1257,4.6593,35.8862,561.0038,60.2406,,,,,,,,,
673,10:00 05/12/2019,23.3112,12.831,69.9215,74.5763,44.1659,2.253,21.0582,279.4129,36.1046,,,,,,,,,
674,11:00 05/12/2019,13.0716,4.5504,96.5626,64.4239,29.2122,0.9701,12.1015,193.125,22.599,,,,,,,,,
675,12:00 05/12/2019,16.2336,3.5655,104.9513,62.3909,28.524,1.7112,14.5225,174.625,22.5783,,,,,,,,,
676,13:00 05/12/2019,11.0454,0.7089,116.3922,59.4556,27.7439,0.36,10.6855,118.6174,21.6744,,,,,,,,,
677,14:00 05/12/2019,10.3487,1.1709,120.2918,78.271,38.1642,0.3031,10.0456,121.0038,30.3766,,,,,,,,,
678,15:00 05/12/2019,7.0416,0.1239,125.2512,50.8655,29.0464,0.001,7.0406,122.822,23.3351,,,,,,,,,
679,16:00 05/12/2019,11.5451,0.2639,123.2933,55.9439,23.5102,0.2369,11.3082,120.0,17.7366,,,,,,,,,
680,17:00 05/12/2019,11.26,1.6445,125.6168,50.1086,26.942,0.0134,11.2466,142.2917,21.4246,,,,,,,,,
681,18:00 05/12/2019,17.1039,3.7379,115.5821,70.1362,48.8403,0.0,17.1039,284.2424,41.0789,,,,,,,,,
682,19:00 05/12/2019,81.4992,4.1884,28.7503,164.0861,103.7174,2.4264,79.0728,501.6098,84.2275,,,,,,,,,
683,20:00 05/12/2019,75.7815,4.0278,23.0009,278.2534,177.8019,7.533,68.2485,763.6553,141.4429,,,,,,,,,
684,21:00 05/12/2019,17.769,0.2665,80.0553,118.2823,80.6388,0.0,17.769,344.4697,67.8505,,,,,,,,,
685,22:00 05/12/2019,13.7453,0.0,89.9417,68.5055,48.48,0.0,13.7453,257.2349,41.5157,,,,,,,,,
686,23:00 05/12/2019,13.9588,0.0022,87.3182,56.9891,39.2952,0.0,13.9588,186.7614,33.0023,,,,,,,,,
687,00:00 06/12/2019,31.1561,11.1973,56.7587,64.1269,42.5271,0.0,31.1561,243.6932,35.4538,,,,,,,,,
688,01:00 06/12/2019,32.7086,5.5614,42.9253,68.3517,44.8383,0.0002,32.7084,348.2576,37.4755,,,,,,,,,
689,02:00 06/12/2019,24.2388,7.839,56.1843,66.5718,44.4024,0.0,24.2388,213.3901,34.688,,,,,,,,,
690,03:00 06/12/2019,20.7619,22.1793,63.2769,83.5752,64.669,0.0,20.7619,438.3902,51.0444,,,,,,,,,
691,04:00 06/12/2019,22.059,10.15,63.739,57.4678,43.0095,0.0,22.059,394.5833,34.67,,,,,,,,,
692,05:00 06/12/2019,18.3768,1.7533,68.6,44.234,31.8662,0.0,18.3768,92.5,25.2092,,,,,,,,,
693,06:00 06/12/2019,16.3032,0.7583,70.7343,32.7116,22.3702,0.0,16.3032,86.7992,18.2444,,,,,,,,,
694,07:00 06/12/2019,19.0714,15.6771,64.3429,39.7217,25.6239,0.0,19.0714,136.1364,21.5608,,,,,,,,,
695,08:00 06/12/2019,22.8631,2.5532,60.7794,44.287,27.6998,0.002,22.861,117.3674,22.2339,,,,,,,,,
696,09:00 06/12/2019,29.5483,6.8354,59.5222,69.1956,30.7591,3.7142,25.834,173.0114,22.9798,,,,,,,,,
697,10:00 06/12/2019,30.4127,9.0558,69.6339,86.9371,34.5709,5.2699,25.1428,190.4735,26.4985,,,,,,,,,
698,11:00 06/12/2019,15.4687,4.4937,97.3718,86.1789,30.018,0.7338,14.735,156.4773,21.0099,,,,,,,,,
699,12:00 06/12/2019,11.6564,1.7541,113.6777,76.9661,40.8465,0.1764,11.48,138.6364,33.0194,,,,,,,,,
700,13:00 06/12/2019,8.7583,0.0,125.3363,50.406,26.1345,0.0067,8.7516,88.3902,20.893,,,,,,,,,
701,14:00 06/12/2019,8.4132,0.0277,134.6388,41.8283,20.6315,0.0008,8.4124,88.5795,16.2072,,,,,,,,,
702,15:00 06/12/2019,9.1944,0.0104,135.171,46.8335,21.4091,0.0152,9.1792,73.3523,16.3163,,,,,,,,,
703,16:00 06/12/2019,14.0048,0.2799,133.4988,51.9938,21.424,0.454,13.5508,84.4697,15.8858,,,,,,,,,
704,17:00 06/12/2019,25.6551,3.5269,122.1513,81.9957,31.7725,1.4655,24.1896,138.5796,23.59,,,,,,,,,
705,18:00 06/12/2019,46.2251,2.1554,90.0927,127.7783,43.7161,4.1981,42.027,226.7803,30.9562,,,,,,,,,
706,19:00 06/12/2019,65.8741,10.5153,48.4847,234.6611,155.0431,2.1883,63.6858,953.6742,132.9245,,,,,,,,,
707,20:00 06/12/2019,74.9236,12.1832,19.9322,366.007,215.4469,3.1833,71.7403,1055.0569,174.8965,,,,,,,,,
708,21:00 06/12/2019,75.1527,5.3625,5.7929,310.0791,226.6565,5.0179,70.1348,1152.462,192.2953,,,,,,,,,
709,22:00 06/12/2019,84.2598,1.8798,4.4285,307.4241,222.1488,20.26,63.9998,1294.6592,190.7702,,,,,,,,,
710,23:00 06/12/2019,113.3614,2.6598,5.2676,449.0465,345.3356,51.901,61.4603,1547.0265,289.7148,,,,,,,,,
711,00:00 07/12/2019,125.1026,6.8484,5.2312,563.4579,453.0171,59.7618,65.3409,1319.2425,368.1163,,,,,,,,,
712,01:00 07/12/2019,93.0536,0.5278,3.609,317.2337,247.5669,41.9601,51.0936,1213.5037,204.131,,,,,,,,,
713,02:00 07/12/2019,74.0202,12.0389,2.2979,208.3682,150.7293,21.2128,52.8074,978.1061,123.688,,,,,,,,,
714,03:00 07/12/2019,41.6302,21.4842,7.1602,131.2256,92.0292,1.1605,40.4697,583.0682,76.1966,,,,,,,,,
715,04:00 07/12/2019,34.915,8.4678,4.899,117.8467,87.6111,1.3841,33.5309,480.947,71.4883,,,,,,,,,
716,05:00 07/12/2019,36.0222,0.0797,3.6071,103.9621,80.6418,1.3264,34.6958,447.2159,65.6674,,,,,,,,,
717,06:00 07/12/2019,34.7265,10.6219,9.6516,99.8336,76.3834,0.3255,34.4011,356.2311,62.7115,,,,,,,,,
718,07:00 07/12/2019,21.7295,2.7447,16.4647,171.0322,136.2802,0.1915,21.5381,314.1856,108.1837,,,,,,,,,
719,08:00 07/12/2019,37.8562,1.4677,4.8799,180.1573,137.5804,4.1363,33.7198,447.7273,110.3704,,,,,,,,,
720,09:00 07/12/2019,84.6926,24.2658,6.4387,245.0386,164.3471,35.9219,48.7707,863.5227,128.727,,,,,,,,,
721,10:00 07/12/2019,50.9619,20.5305,27.3557,150.8409,102.4813,13.4715,37.4905,729.3371,84.1231,,,,,,,,,
722,11:00 07/12/2019,30.93,12.23,68.8582,95.9252,56.6166,4.9998,25.9302,442.2538,45.8579,,,,,,,,,
723,12:00 07/12/2019,9.4076,1.687,117.312,56.2787,37.0252,0.0071,9.4005,224.3182,30.5514,,,,,,,,,
724,13:00 07/12/2019,8.5147,0.0,133.6177,47.2815,29.4868,0.0095,8.5051,135.4735,24.4064,,,,,,,,,
725,14:00 07/12/2019,7.8681,0.0,143.8414,43.8363,27.6928,0.0,7.8681,128.2576,23.0122,,,,,,,,,
726,15:00 07/12/2019,7.4333,0.0,151.1484,41.8186,24.7307,0.0,7.4333,99.5076,20.4677,,,,,,,,,
727,16:00 07/12/2019,9.216,2.0943,155.4802,50.8304,32.9155,0.001,9.215,108.0871,26.5422,,,,,,,,,
728,17:00 07/12/2019,12.3101,1.7541,156.4169,44.8593,26.6268,0.2124,12.0977,114.7917,21.8699,,,,,,,,,
729,18:00 07/12/2019,44.0589,5.0999,122.5897,141.2243,42.6039,6.3745,37.6844,288.2197,28.0985,,,,,,,,,
730,19:00 07/12/2019,84.3438,8.0011,42.31,651.6385,379.9805,7.1144,77.2295,1217.9924,289.195,,,,,,,,,
731,20:00 07/12/2019,84.4987,6.0138,20.5075,360.4195,225.7416,2.5507,81.9481,1491.2877,182.0513,,,,,,,,,
732,21:00 07/12/2019,86.5493,7.5227,9.8016,569.7402,470.5161,4.8904,81.659,1335.947,412.7003,,,,,,,,,
733,22:00 07/12/2019,103.5712,5.5458,5.8725,463.9855,373.2913,26.3121,77.259,1389.356,320.9186,,,,,,,,,
734,23:00 07/12/2019,104.2059,5.1346,4.9364,584.4452,460.2153,31.3511,72.8548,1536.8182,373.5841,,,,,,,,,
735,00:00 08/12/2019,77.8788,5.6078,2.8677,329.2695,257.1577,20.528,57.3508,1011.0416,213.0658,,,,,,,,,
736,01:00 08/12/2019,71.9377,5.7486,3.1596,202.5696,161.5283,20.2892,51.6485,948.1251,138.1946,,,,,,,,,
737,02:00 08/12/2019,66.9238,21.7798,5.2419,416.155,370.0122,11.8383,55.0855,1209.5643,336.9565,,,,,,,,,
738,03:00 08/12/2019,61.6841,21.3945,4.2681,321.543,267.6029,10.9173,50.7668,1138.0493,227.9096,,,,,,,,,
739,04:00 08/12/2019,42.8436,23.8047,6.2332,227.2109,169.3061,0.4515,42.3921,916.231,129.7664,,,,,,,,,
740,05:00 08/12/2019,27.9206,12.0133,9.8886,128.1841,100.4517,0.0217,27.8989,514.2992,82.2718,,,,,,,,,
741,06:00 08/12/2019,34.9004,15.6932,6.1631,133.3007,104.7263,0.7492,34.1512,549.8864,86.3311,,,,,,,,,
742,07:00 08/12/2019,36.0445,4.1565,3.2177,131.4201,105.5932,2.5011,33.5434,551.4583,87.0826,,,,,,,,,
743,08:00 08/12/2019,37.6138,3.1157,2.4745,118.9863,89.0819,6.3861,31.2276,581.8371,72.5613,,,,,,,,,
744,09:00 08/12/2019,67.7239,15.6806,5.6267,173.0131,121.5893,29.5373,38.1867,641.7614,96.49,,,,,,,,,
745,10:00 08/12/2019,52.0829,24.8612,18.5136,126.6707,81.501,15.8557,36.2273,523.3712,67.8156,,,,,,,,,
746,11:00 08/12/2019,49.2091,15.4453,48.2201,113.8763,68.3928,11.3772,37.8319,391.6856,58.7097,,,,,,,,,
747,12:00 08/12/2019,41.8388,15.3664,87.4919,100.2117,58.0599,5.6887,36.1501,298.0682,48.9329,,,,,,,,,
748,13:00 08/12/2019,20.3355,12.8726,144.4911,97.0087,52.5821,0.7342,19.6014,285.0568,43.1771,,,,,,,,,
749,14:00 08/12/2019,11.7672,7.0425,182.0004,74.1201,50.7844,0.0012,11.766,264.5833,43.7506,,,,,,,,,
750,15:00 08/12/2019,9.304,1.8161,188.5058,65.251,45.8671,0.0,9.304,186.4773,39.655,,,,,,,,,
751,16:00 08/12/2019,12.4822,0.458,180.1578,56.3301,37.5577,0.1738,12.3084,143.9583,32.4728,,,,,,,,,
752,17:00 08/12/2019,9.3678,-996.7834,-832.7121,-933.1197,-955.5234,-999.8998,-990.5324,-851.15,-961.7988,,,,,,,,,
753,18:00 08/12/2019,23.7521,3.5724,164.4671,212.0238,62.7642,1.3461,22.406,359.4886,42.7182,,,,,,,,,
754,19:00 08/12/2019,78.8803,5.2208,83.3841,517.8986,152.1709,7.8349,71.0454,1135.6629,99.1743,,,,,,,,,
755,20:00 08/12/2019,66.6576,12.0441,71.1872,362.5094,267.986,0.0327,66.6249,1511.9317,230.6297,,,,,,,,,
756,21:00 08/12/2019,65.9473,13.3683,46.5258,436.1622,352.3005,0.0755,65.8718,1634.1666,312.1447,,,,,,,,,
757,22:00 08/12/2019,64.3859,6.903,14.7377,617.4575,516.5121,1.0679,63.318,1970.4545,446.3866,,,,,,,,,
758,23:00 08/12/2019,71.5675,18.6624,25.3494,461.7789,356.4875,0.0627,71.5047,2265.2082,309.5324,,,,,,,,,
759,00:00 09/12/2019,47.7872,6.9307,43.0129,388.6668,290.8088,0.0177,47.7695,1862.8977,239.6077,,,,,,,,,
760,01:00 09/12/2019,47.2288,6.9533,32.4837,286.2466,219.7704,0.2712,46.9576,1307.3485,186.9019,,,,,,,,,
761,02:00 09/12/2019,62.6374,5.756,7.4596,307.0994,238.8759,4.7203,57.9172,993.3145,201.1735,,,,,,,,,
762,03:00 09/12/2019,78.4257,5.4552,4.1123,402.6296,325.5579,16.6156,61.8102,1253.9962,278.489,,,,,,,,,
763,04:00 09/12/2019,74.053,7.3628,3.8834,405.949,338.0815,17.1995,56.8535,1488.3712,299.368,,,,,,,,,
764,05:00 09/12/2019,81.9796,8.1415,4.2139,392.5059,323.8253,25.5597,56.42,1636.5338,282.5654,,,,,,,,,
765,06:00 09/12/2019,53.64,13.7796,6.1624,319.5127,253.4646,8.8058,44.8342,1266.6099,209.5516,,,,,,,,,
766,07:00 09/12/2019,39.8604,29.2717,9.0951,167.7958,131.1413,0.1852,39.6752,773.5227,111.6602,,,,,,,,,
767,08:00 09/12/2019,46.1825,11.7563,4.2672,186.0598,152.5115,4.9811,41.2014,847.6136,129.7371,,,,,,,,,
768,09:00 09/12/2019,82.4387,18.4479,7.8512,177.6292,111.6395,31.2322,51.2065,743.6553,93.481,,,,,,,,,
769,10:00 09/12/2019,62.6996,37.333,28.0772,194.7679,118.1272,11.672,51.0276,920.1136,99.3657,,,,,,,,,
770,11:00 09/12/2019,52.8507,40.9244,53.4666,173.9378,101.3233,7.2622,45.5885,558.3334,86.3262,,,,,,,,,
771,12:00 09/12/2019,37.5531,30.5188,93.2562,142.5572,81.6219,3.0055,34.5477,420.3977,69.1297,,,,,,,,,
772,13:00 09/12/2019,22.0558,16.7249,154.1541,113.1937,68.5392,0.4406,21.6152,359.8296,58.8325,,,,,,,,,
773,14:00 09/12/2019,11.6191,7.2891,186.6702,80.7508,53.3023,0.0128,11.6063,267.8409,45.8032,,,,,,,,,
774,15:00 09/12/2019,10.4607,5.2247,188.8681,62.4421,43.3895,0.0229,10.4377,213.5417,37.7112,,,,,,,,,
775,16:00 09/12/2019,10.293,6.7344,193.5249,65.9507,42.4373,0.0,10.293,232.4432,36.5529,,,,,,,,,
776,17:00 09/12/2019,12.784,8.1432,192.6927,66.6041,41.7804,0.0041,12.7799,244.3182,35.8477,,,,,,,,,
777,18:00 09/12/2019,25.0058,11.8785,173.395,612.3997,119.5772,0.552,24.4538,442.9545,60.45,,,,,,,,,
778,19:00 09/12/2019,50.1292,16.936,131.6883,324.882,197.7999,0.5886,49.5406,1001.7802,170.2235,,,,,,,,,
779,20:00 09/12/2019,97.4976,15.3274,56.5921,494.1691,305.8268,4.6344,92.8632,1489.2045,259.4125,,,,,,,,,
780,21:00 09/12/2019,103.8655,10.2215,28.4487,379.0929,268.9611,0.7634,103.1021,1758.6742,233.4669,,,,,,,,,
781,22:00 09/12/2019,102.3953,6.5333,8.3787,410.1313,258.9007,4.3433,98.052,2168.1251,220.188,,,,,,,,,
782,23:00 09/12/2019,104.1217,15.9117,5.9741,450.6381,332.1046,5.8521,98.2696,2573.9963,282.1693,,,,,,,,,
783,00:00 10/12/2019,92.7367,17.7337,6.3433,441.1386,338.4483,1.9826,90.7541,2184.6781,287.8993,,,,,,,,,
784,01:00 10/12/2019,79.1198,13.9598,6.4845,416.47,319.1379,1.758,77.3617,1512.5568,267.7297,,,,,,,,,
785,02:00 10/12/2019,95.8775,6.7097,3.4467,439.4067,342.8173,30.3151,65.5624,1440.322,289.8942,,,,,,,,,
786,03:00 10/12/2019,75.4964,4.7502,3.6425,371.8507,303.2753,20.1473,55.3491,1542.5947,263.9957,,,,,,,,,
787,04:00 10/12/2019,63.8618,15.1766,4.06,338.8054,268.4445,12.5631,51.2987,1591.5911,224.6883,,,,,,,,,
788,05:00 10/12/2019,67.2911,19.0294,2.8616,303.0018,240.1354,18.3751,48.916,1437.1023,199.3293,,,,,,,,,
789,06:00 10/12/2019,58.402,13.4398,3.0275,295.9117,248.7432,12.6323,45.7697,1196.2122,213.6445,,,,,,,,,
790,07:00 10/12/2019,52.8526,7.9213,2.819,297.4217,249.4751,6.7804,46.0722,1248.9961,210.641,,,,,,,,,
791,08:00 10/12/2019,70.55,5.1931,2.5537,345.1747,276.9967,30.5045,40.0455,1050.8522,222.8055,,,,,,,,,
792,09:00 10/12/2019,108.9705,16.0637,2.3695,266.2577,215.1531,64.275,44.6955,911.369,178.4749,,,,,,,,,
793,12:00 10/12/2019,49.0239,28.8479,97.5386,202.5886,114.2114,5.357,43.6669,633.5417,95.2114,,,,,,,,,
794,13:00 10/12/2019,38.8708,28.5987,137.7433,172.0806,106.402,3.044,35.8267,545.1515,91.8137,,,,,,,,,
795,14:00 10/12/2019,20.7307,15.9055,202.9496,128.723,94.6546,0.0024,20.7283,435.8902,84.6058,,,,,,,,,
796,15:00 10/12/2019,17.9017,9.825,216.9239,106.6809,78.0097,0.0885,17.8132,377.3864,69.9008,,,,,,,,,
797,16:00 10/12/2019,21.633,9.4298,216.1582,112.6516,75.7241,0.0221,21.6109,336.7046,66.8341,,,,,,,,,
798,17:00 10/12/2019,16.0962,11.4742,217.0112,118.1934,77.669,0.0,16.0962,331.1742,67.9079,,,,,,,,,
799,18:00 10/12/2019,24.4317,10.7952,191.1825,182.6373,85.5902,0.0018,24.4298,397.3295,69.366,,,,,,,,,
800,19:00 10/12/2019,53.2147,10.195,133.0296,372.864,144.0937,1.4241,51.7907,903.2954,105.7596,,,,,,,,,
801,20:00 10/12/2019,70.7238,11.7269,84.3274,521.4374,295.7778,0.1748,70.549,1820.5114,242.8253,,,,,,,,,
802,21:00 10/12/2019,63.7277,4.5569,24.8685,450.1266,293.3026,0.0709,63.6569,2376.2878,249.5166,,,,,,,,,
803,22:00 10/12/2019,66.5993,3.1993,17.984,549.0584,382.5353,0.1829,66.4164,2431.5341,325.6732,,,,,,,,,
804,23:00 10/12/2019,94.0801,11.645,18.7551,437.6051,328.401,0.8848,93.1953,2496.0606,276.9185,,,,,,,,,
805,00:00 11/12/2019,77.5302,12.7504,17.3664,369.0406,272.2535,0.1868,77.3434,2251.4015,232.1301,,,,,,,,,
806,01:00 11/12/2019,65.9422,25.5112,24.2435,345.1402,279.724,0.161,65.7812,2285.8523,247.7859,,,,,,,,,
807,02:00 11/12/2019,71.9055,7.2692,7.0264,353.7874,285.2473,14.7093,57.1961,1559.4507,247.7851,,,,,,,,,
808,03:00 11/12/2019,93.638,7.5755,4.0259,361.1009,296.8882,27.4625,66.1755,1588.2007,262.3117,,,,,,,,,
809,04:00 11/12/2019,66.5047,7.7822,3.0733,317.3988,262.0672,11.4911,55.0136,1531.5342,230.8008,,,,,,,,,
810,05:00 11/12/2019,52.9425,13.3059,3.6145,312.9999,259.3368,5.763,47.1794,1557.5001,227.3755,,,,,,,,,
811,06:00 11/12/2019,46.5042,7.3359,4.3824,286.9641,233.4775,1.5605,44.9437,1339.0909,198.6877,,,,,,,,,
